issue,y,y_pred,result
"Hi again, I've got a component that I'm passing an object to which contains the click event I want to execute [code] and entering it into the html template like so [code]. however the click event doesnt get registered, the way I'm passing the item array to the component is using the @Input decorator because the data and click event exist in another component",0,0,1
"I have a deployed a springboot app and mysql db on docker swarm. The app unable to connect to the mysql on port 3306. It works perfect in docker single host using ""docker run"" command but not on docker swarm mode. any help? I dont see any errors in the docker logs.",1,1,1
Coverage is failing on my macOS Is anyone else facing the same issue?,1,1,1
getting error when installing appium by npm install -g appium on my mac book high sierra os npm ERR! A complete log of this run can be found in:npm ERR!,1,1,1
Is iOS 12.2 supported? I want to run web tests on mobile Safari 12.1. I had a working setup with iOS 12.1 but after the upgrade to 12.2 I cannot get appium to work.,0,0,1
"hello guys, in a function like that: if I running out of gas at line 7 will my balance decrease but the transfer never be made?",1,1,1
"Hello everyone, I seem to have a problem with an angular 9 app, that I can't figure out for the life of me. Benn stuck on this for 2 days. My app works fine locally, but when I deploy to my remote tomcat, and I try to access it, I get the following error: core.js:4127 ERROR Error: Uncaught (in promise): TypeError: [file] is not a function at breadcrumb.service.ts:6. thing is, my breadcrumb.service has @Injectable({'...'}), and is in the [providers] of the login module. any input is most welcome, ty in advance",0,0,1
"Question, how can I judge TerminationReason is Error or IterationTerminationCondition or EpochTerminationCondition? When "" Hit epoch termination condition at epoch 29. Details: MaxEpochsTerminationCondition(30)â€œ, if I continue trainer.fit() will it be overfit again? So code will not make thing worse?",0,0,1
"Hi all, I've always used EXPOSE in my Dockerfiles, however other than informing the user, I can't see a technical/functional purpose for it. Is there any use including EXPOSE in my Dockerfiles?",0,0,1
"hello, i run a container with php/apache + mariadb + phpmyadmin with docker-compose in a custom network. I would to run another container... Is it possible to get phpmadmin works with all network together to get one url? Is sharing container recommand by the guidelines of docker?",0,0,1
"Hi, Really very basic question but wanna know in how many ways we can make it work .... [code] right now it will be definitely throw ""undefined "", but how we can make it work",0,0,1
hrm what is this Gitter User Prod that want to access to my gitlab ?,0,0,1
I'm really struggling with `APP_INTIALIZER`. I need to query some configuration settings from the server and pass them to various modules. It seems though that the modules and services that would need that data are being initialized before the `APP_INITIALIZER:useFactory` promise completes. I was under the impression that the rest of the initializations happen after `APP_INITIALZER` but that doesn't appear to be the case. Any advice?,0,0,1
"hello! small Question with passport.js this gives an error saving Yep@bweston92, the serialize function is having a problem, I am having trouble understanding the user parameter and the use of the function",1,1,1
"can i not use updater on my net directly? no, you can just run the main function",0,0,1
i want to run serpent contract in geth testnet. how can i go about it?,0,0,1
"Hi there, any issues with xcode 11 and appium 1.13",1,1,1
So I used Js and node for a while up until node v 0.10 and around when io.js was forked. And haven't touched it much since. And now is on v6 and most people are doing es6. Can anyone point me in the right direction on trying to start new projects using es6 properly? I'm not as familiar with that new syntax as much. Arrow functions look weird lol Thanks guys Yea at work were starting a project in node so I need to catch up,0,0,1
"hi... i have problem with appium driver FindElement, suddenly it runs so slow. tried different version of selenium driver and it doest fixed my issues any one can help me? thanks alot",1,1,1
"Hello! I have a strange problem: I copy app.apk to folder for Appium, start tests (Pytest, Uiautomator2) and when Appium try install apk to the device (opens window for allow to install app) file app.apk in folder for Appium has changes. Version remains the same, but app has less size and works incorrect. If I install original file app with adb or with commented out 'automationName' desired cap - its OK and works correct. What can it be cause of incorrect work? What to do for resolve it? Thank you!",1,0,0
"what would be the ip address of a container in a swarm using the Overlay Network Driver? would that be the ip inside of ""docker inspect""?",1,1,1
"Can someone please help me, i have transfer my ether from ethexindia wallet to ethereum wallet and its almost 3 days and i did't get ether in my ethereum wallet I have not received my ethereum in my ethereum wallet since 4 days and i have mail regarding to ether support, but there is no reponse till now. Anyone can help thanks for reply dear, but i am surprised no one i replying here i have dropped a message yesterday also, but no reply but still i am expecting :) ierosvin: sorry bro i don't have any idea on it lukas-berlin: My transection is shown in the but my amount not credited in the ethereum walet and yes syns is going on (size of the sync : 9800000)",1,1,1
